Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
50K,55.0,2500,8.4055,5.0306,238,2014,FR,-0.13043661405250145,-0.009774257290323244
50K,54.2,2675,8.6867,5.555,366,2015,FR,-0.1501801484525304,0.08405892764361475
50K,56.2,2470,8.5193,5.2633,440,2016,FR,-0.10082131245245785,-0.025859946136141187
50K,55.8,2470,8.8643,5.0881,372,2017,FR,-0.11069307965247249,-0.025859946136141187
50K,55.7,3030,9.5561,6.1114,490,2018,FR,-0.11316102145247599,0.27440624565246036
50K,55.9,3010,9.4944,5.6767,544,2019,FR,-0.10822513785246883,0.26368245308858174
100K,65.1,3753,11.6388,7.0011,518,2022,FR,0.11882550774786478,0.6620713468366728
100K,65.1,3753,11.3973,7.1156,448,2023,FR,0.11882550774786478,0.6620713468366728
100K,81.9,2320,12.7222,10.1472,50,2021,TN,0.5334397301484745,-0.1062883903652309
50K,41.9,2830,7.6866,4.9825,37,2021,CO,-0.45373698985297667,0.1671683200136741
50K,42.6,3550,8.9067,5.4892,67,2022,CO,-0.4364613972529512,0.5532248523133046
50K,42.6,3550,9.0144,5.6506,42,2023,CO,-0.4364613972529512,0.5532248523133046
20K,23.0,1280,4.3251,2.3278,136,2021,CO,-0.9201779900536622,-0.6639256036869196
20K,23.0,1280,4.3741,2.3728,151,2022,CO,-0.9201779900536622,-0.6639256036869196
20K,25.3,1050,3.1842,1.9736,138,2021,DE,-0.8634153286535788,-0.7872492181715237
20K,25.3,1050,3.1948,2.0611,146,2022,DE,-0.8634153286535788,-0.7872492181715237
20K,25.3,1050,3.3466,2.1119,150,2023,DE,-0.8634153286535788,-0.7872492181715237
20K,29.1,1600,4.0897,2.8822,236,2021,FR,-0.7696335402534409,-0.49234492266486146
20K,29.1,1600,4.183,2.7903,162,2022,FR,-0.7696335402534409,-0.49234492266486146
20K,29.1,1600,4.2804,2.7258,213,2023,FR,-0.7696335402534409,-0.49234492266486146
20K,20.3,1100,2.8608,1.6892,269,2021,FR,-0.9868124186537602,-0.7604397367618272
20K,20.3,1100,2.742,1.6311,238,2022,FR,-0.9868124186537602,-0.7604397367618272
20K,20.3,1100,3.0122,1.7769,360,2023,FR,-0.9868124186537602,-0.7604397367618272
50K,68.0,2290,10.4883,7.5883,33,2014,CL,0.1903958199479701,-0.12237407921104883
100K,81.0,3220,12.7345,8.5211,44,2017,CL,0.5112282539484417,0.37628227500930733
100K,81.0,3220,13.9335,10.6611,28,2018,CL,0.5112282539484417,0.37628227500930733
100K,81.1,3210,13.2104,9.6414,26,2019,CL,0.5136961957484452,0.37092037872736805
100K,80.0,3305,12.4281,8.3019,55,2021,CL,0.4865488359484054,0.4218583934057915
100K,80.0,3220,13.4862,9.0528,30,2022,CL,0.4865488359484054,0.37628227500930733
100K,80.0,3220,12.821,9.9047,36,2023,CL,0.4865488359484054,0.37628227500930733
50K,42.3,2150,7.7857,4.3236,100,2021,CN,-0.4438652226529622,-0.1974406271581992
20K,23.7,1450,5.399,2.9114,120,2021,MU,-0.9029023974536368,-0.5727733668939512
20K,23.7,1450,5.6123,2.8458,197,2022,MU,-0.9029023974536368,-0.5727733668939512
20K,23.7,1450,5.6413,2.6739,313,2023,MU,-0.9029023974536368,-0.5727733668939512
100M,161.9,7340,40.919,26.4478,60,2021,JP,2.5077931701513765,2.5853835431683048
20K,21.1,940,2.6097,1.5669,59,2014,IT,-0.9670688842537312,-0.8462300772728562
20K,21.0,1000,2.8526,1.8017,51,2015,IT,-0.9695368260537348,-0.8140586995812203
20K,13.6,870,3.7878,1.9147,27,2021,IN,-1.152164519254003,-0.8837633512464314
20K,20.6,1180,2.6361,1.7956,121,2021,IT,-0.9794085932537493,-0.7175445665063126
50K,50.3,2840,9.7978,7.8042,47,2021,IT,-0.24642987865267202,0.1725302162956134
50K,50.4,2956,7.0579,3.8419,288,2014,CN,-0.24396193685266834,0.23472821316610945
50K,51.0,2430,8.6011,5.1525,409,2015,CN,-0.22915428605264654,-0.04730753126389844
50K,43.1,1850,8.3538,5.05,369,2016,CN,-0.42412168825293306,-0.3582975156163786
20K,24.3,870,3.2508,2.0319,97,2021,IT,-0.8880947466536151,-0.8837633512464314
50K,41.4,910,4.6507,3.4197,66,2021,FR,-0.4660766988529948,-0.8623157661186741
20K,22.5,490,2.4693,1.4931,173,2021,FR,-0.9325176990536803,-1.0875154099601252
20K,26.0,730,3.3941,1.9342,184,2021,ZA,-0.8461397360535534,-0.9588298991935817
50K,45.3,2670,15.9784,11.285,71,2021,CN,-0.36982696865285336,0.08137797950264508
50K,35.6,1892,6.2318,3.5411,627,2014,DE,-0.6092173232532051,-0.3357775512322335
50K,57.6,3500,11.9986,7.28,217,2021,CN,-0.0662701272524071,0.5264153709036081
50K,40.7,2040,8.1987,4.3208,354,2021,CN,-0.4833522914530201,-0.25642148625953165
20K,14.3,700,1.9314,1.1969,88,2021,HR,-1.134888926653978,-0.9749155880393997
50K,42.0,1925,6.3395,3.5608,307,2014,PL,-0.451269048052973,-0.3180832935018338
50K,42.5,1990,6.3193,3.5022,416,2015,PL,-0.4389293390529549,-0.28323096766922823
50K,43.5,1970,5.9004,3.2553,495,2016,PL,-0.4142499210529186,-0.29395476023310685
50K,43.6,1990,6.8219,3.8408,544,2017,PL,-0.41178197925291493,-0.28323096766922823
50K,43.5,1990,6.4578,3.4461,561,2018,PL,-0.4142499210529186,-0.28323096766922823
50K,43.5,1970,6.3076,3.2825,637,2019,PL,-0.4142499210529186,-0.29395476023310685
50K,43.7,1970,7.2,4.015,231,2021,PL,-0.4093140374529113,-0.29395476023310685
50K,43.5,1925,6.6087,3.4361,602,2022,PL,-0.4142499210529186,-0.3180832935018338
50K,44.1,2060,6.7501,3.4917,617,2023,PL,-0.3994422702528968,-0.24569769369565306
50K,43.7,2060,6.2358,3.2042,896,2024,PL,-0.4093140374529113,-0.24569769369565306
20K,22.5,1030,12.5047,9.6839,131,2021,CN,-0.9325176990536803,-0.7979730107354024
50K,41.6,1640,6.6904,3.0133,163,2021,IT,-0.4611408152529875,-0.4708973375371042
20K,16.9,590,1.8851,1.2628,53,2021,DE,-1.0707224398538835,-1.0338964471407321
20K,16.9,590,1.9413,1.3775,95,2022,DE,-1.0707224398538835,-1.0338964471407321
20K,16.9,590,1.7881,1.1819,135,2023,DE,-1.0707224398538835,-1.0338964471407321
50K,52.0,1525,6.1577,4.1317,87,2014,US,-0.20447486805261028,-0.5325591447794064
50K,52.1,1569,6.1314,3.7058,167,2015,US,-0.2020069262526066,-0.5089668011388734
50K,49.5,1440,6.5097,3.9756,192,2016,US,-0.266173413052701,-0.5781352631758905
50K,49.5,1440,6.1719,3.5475,177,2017,US,-0.266173413052701,-0.5781352631758905
50K,49.5,1460,6.3499,3.8986,211,2018,US,-0.266173413052701,-0.5674114706120119
50K,49.6,1440,6.2878,3.7967,292,2019,US,-0.2637054712526973,-0.5781352631758905
50K,49.6,1440,6.5652,3.5683,209,2021,US,-0.2637054712526973,-0.5781352631758905
50K,49.6,1440,6.7013,4.1039,261,2022,US,-0.2637054712526973,-0.5781352631758905
100K,102.3,5490,20.3813,12.6642,48,2021,RU,1.0368998573492143,1.5934327310095315
100K,70.1,3530,12.0645,8.0417,22,2021,RU,0.24222259774804616,0.5425010597494261
50K,43.8,2640,7.6181,4.6153,106,2021,RU,-0.4068460956529078,0.06529229065682715
20K,22.8,1240,4.0087,2.1483,194,2021,RU,-0.9251138736536696,-0.6853731888146768
20K,24.9,1160,3.384,2.2275,40,2021,HK,-0.8732870958535933,-0.7282683590701913
20K,24.8,570,2.815,1.8497,75,2021,HK,-0.875755037653597,-1.0446202397046107
20K,29.6,1960,7.7363,3.6817,207,2021,CN,-0.7572938312534228,-0.2993166565150462
20K,23.0,1368,5.5742,3.3542,38,2021,CN,-0.9201779900536622,-0.6167409164058536
20K,13.0,1210,3.7766,1.9836,75,2021,CN,-1.166972170054025,-0.7014588776604948
20K,29.5,1940,5.3275,3.0867,300,2021,IT,-0.7597617730534264,-0.3100404490789248
20K,20.1,520,2.4148,1.5203,65,2021,IS,-0.9917483022537674,-1.0714297211143073
50K,52.3,1891,6.9524,4.575,146,2014,PL,-0.19707104265259945,-0.3363137408604274
50K,52.3,1890,8.2417,5.4103,242,2015,PL,-0.19707104265259945,-0.3368499304886214
50K,52.3,1890,8.764,5.2836,309,2016,PL,-0.19707104265259945,-0.3368499304886214
50K,52.0,1872,7.7296,5.1486,335,2017,PL,-0.20447486805261028,-0.34650134379611214
50K,52.0,1872,7.7913,4.5378,380,2018,PL,-0.20447486805261028,-0.34650134379611214
50K,57.0,2410,8.7575,5.4097,418,2020,PL,-0.0810777780524289,-0.058031323827777065
50K,48.0,2200,7.3936,4.27,390,2023,PL,-0.30319254005275537,-0.17063114574850266
50K,42.3,1320,6.4441,4.2564,64,2021,TW,-0.4438652226529622,-0.6424780185591623
20K,22.0,960,3.6946,2.0669,133,2018,TW,-0.9448574080536986,-0.8355062847089776
20K,27.2,940,4.1347,2.2742,214,2019,TW,-0.8165244344535098,-0.8462300772728562
20K,19.9,810,2.4779,1.48,303,2021,BE,-0.9966841858537747,-0.9159347289380673
100K,72.7,5010,14.4841,12.9686,75,2014,ID,0.3063890845481407,1.3360617094764444
100K,65.3,4610,13.994,10.4711,20,2015,ID,0.12376139134787212,1.121585858198872
100K,65.3,4610,17.8556,12.3097,90,2016,ID,0.12376139134787212,1.121585858198872
100K,65.3,4610,17.1945,11.2717,68,2017,ID,0.12376139134787212,1.121585858198872
100K,66.2,4630,15.9689,11.6931,61,2018,ID,0.1459728675479049,1.1323096507627506
100K,67.4,3620,12.721,8.2469,28,2019,ID,0.1755881691479485,0.5907581262868798
100K,75.0,6120,18.787,17.5747,56,2021,ID,0.363151745948224,1.9312321967717083
50K,55.4,3000,9.0359,4.9661,550,2021,IT,-0.12056484685248697,0.25832055680664245
50K,54.9,2885,9.1459,5.5239,401,2022,IT,-0.1329045558525051,0.19665874956434032
50K,54.2,2860,8.8316,4.9517,348,2023,IT,-0.1501801484525304,0.18325400885949206
100K,102.5,5470,18.1181,11.0289,315,2021,IT,1.0418357409492216,1.582708938445653
100K,102.2,5310,18.0558,11.1136,188,2022,IT,1.0344319155492108,1.496918597934624
100K,101.5,5270,17.8105,11.3692,196,2023,IT,1.0171563229491853,1.4754710128068667
50K,46.8,2260,8.6618,4.6642,134,2021,CN,-0.332807841652799,-0.13845976805686677
20K,25.4,1150,5.598,2.6822,241,2021,CN,-0.8609473868535752,-0.7336302553521306
50K,52.0,2840,11.5232,7.6583,38,2021,JP,-0.20447486805261028,0.1725302162956134
20K,30.7,900,4.9581,4.9294,7,2021,FR,-0.730146471453383,-0.8676776624006134
20K,38.4,1120,5.955,5.9119,37,2021,FR,-0.5401149528531036,-0.7497159441979485
50K,69.3,2010,9.9532,9.8964,17,2021,FR,0.2224790633480172,-0.2725071751053496
20K,30.0,550,3.8839,2.1664,339,2014,US,-0.7474220640534083,-1.0553440322684895
100K,107.8,3130,0.9562,0.9183,4,2021,FR,1.1726366563494137,0.3280252084718535
100M,138.7,4020,17.9489,17.9489,1,2021,FR,1.9352306725505344,0.8052339775644525
100M,185.0,5360,23.7112,23.6781,2,2021,FR,3.0778877259522144,1.5237280793443204
20K,22.8,1840,4.3231,2.7281,81,2021,PL,-0.9251138736536696,-0.36365941189831796
20K,22.0,1900,3.826,2.6019,55,2022,PL,-0.9448574080536986,-0.33148803420668205
100K,110.7,4830,23.2257,16.2803,391,2021,CN,1.2442069685495192,1.239547576401537
20K,27.3,1690,5.9165,3.5036,152,2021,JP,-0.8140564926535063,-0.44408785612740764
20K,21.7,1060,4.2136,2.4333,106,2022,TW,-0.9522612334537093,-0.7818873218895844
20K,21.0,950,3.9669,2.2008,220,2023,TW,-0.9695368260537348,-0.8408681809909169
50K,51.4,2650,9.8819,5.1936,701,2021,CN,-0.21928251885263206,0.07065418693876646
50K,50.2,2760,10.4553,6.1597,75,2021,CN,-0.2488978204526755,0.1296350460400989
20K,29.0,1620,6.9626,4.0839,245,2021,CN,-0.7721014820534445,-0.48162113010098284
100K,100.0,3810,14.7051,10.1653,56,2014,US,0.980137195949131,0.6926341556437269
100K,100.0,3810,14.2483,10.4392,47,2015,US,0.980137195949131,0.6926341556437269
100K,100.0,3810,15.404,10.9522,48,2016,US,0.980137195949131,0.6926341556437269
100K,100.0,3810,15.3373,12.3047,50,2017,US,0.980137195949131,0.6926341556437269
50K,48.0,3870,7.9645,5.2667,102,2018,ES,-0.30319254005275537,0.7248055333353627
50K,48.5,3900,7.7325,4.6794,118,2019,ES,-0.29085283105273724,0.7408912221811806
20K,18.2,1150,3.4493,1.8994,92,2020,MK,-1.0386391964538362,-0.7336302553521306
20K,18.1,1150,3.4108,1.9758,177,2021,MK,-1.04110713825384,-0.7336302553521306
20K,18.1,1150,3.0844,2.025,48,2022,MK,-1.04110713825384,-0.7336302553521306
20K,20.4,1030,2.9339,1.8764,60,2023,MK,-0.9843444768537566,-0.7979730107354024
50K,60.0,2720,8.6029,6.5742,57,2014,US,-0.007039524052320073,0.10818746091234166
50K,60.0,2720,8.74,6.0475,49,2015,US,-0.007039524052320073,0.10818746091234166
50K,60.0,2720,9.3,6.3406,64,2016,US,-0.007039524052320073,0.10818746091234166
50K,60.0,2720,9.5648,5.9331,70,2017,US,-0.007039524052320073,0.10818746091234166
100K,121.9,6490,25.7055,19.2128,41,2021,GB,1.5206164501499255,2.129622359203463
20K,41.9,680,4.9713,4.2917,11,2021,US,-0.45373698985297667,-0.9856393806032784
50K,35.0,1700,5.4343,3.4825,114,2014,US,-0.624024974053227,-0.43872595984546836
50K,35.0,1700,5.0922,3.2658,114,2015,US,-0.624024974053227,-0.43872595984546836
50K,35.0,1700,5.4043,3.2969,144,2016,US,-0.624024974053227,-0.43872595984546836
50K,35.0,1700,5.6371,3.1283,99,2017,US,-0.624024974053227,-0.43872595984546836
20K,31.2,1460,5.2322,3.0569,48,2021,CN,-0.7178067624533648,-0.5674114706120119
50K,50.6,4500,9.7515,7.1417,5,2021,CN,-0.23902605325266102,1.0626049990975395
50K,26.0,2600,6.2651,5.5689,18,2021,CN,-0.8461397360535534,0.04384470552906989
50K,50.3,2530,10.2684,6.4161,97,2021,CN,-0.24642987865267202,0.006311431555494696
100K,72.9,3650,12.6678,8.8422,114,2014,FR,0.31132496814814803,0.6068438151326978
100K,77.5,3760,12.0535,8.2433,157,2015,FR,0.4248502909483147,0.6658246742340302
100K,75.3,3590,12.0047,8.0044,241,2016,FR,0.37055557134823486,0.574672437441062
100K,73.5,3457,12.2472,7.6203,262,2017,FR,0.32613261894816964,0.5033592168912691
100K,74.4,3470,12.1658,7.6133,303,2018,FR,0.3483440951482024,0.5103296820577902
100K,73.9,3523,12.1794,7.6197,363,2019,FR,0.3360043861481843,0.5387477323520685
100K,73.3,3650,11.7107,6.6919,462,2020,FR,0.3211967353481623,0.6068438151326978
100K,73.3,3650,11.7717,8.2061,237,2021,FR,0.3211967353481623,0.6068438151326978
100K,74.1,3582,11.9447,7.5419,491,2022,FR,0.34094026974819125,0.5703829204155105
100K,74.1,3582,11.9586,7.5492,498,2023,FR,0.34094026974819125,0.5703829204155105
50K,44.9,2820,8.5078,5.8311,56,2021,MK,-0.37969873585286784,0.1618064237317348
50K,44.9,2820,7.1301,5.5856,15,2022,MK,-0.37969873585286784,0.1618064237317348
50K,30.6,2050,7.1126,3.7167,157,2021,CN,-0.7326144132533865,-0.25105958997759237
20K,19.7,369,2.3077,1.3839,575,2021,RU,-1.0016200694537818,-1.152394354971591
50K,58.1,3300,13.2965,8.7972,124,2021,CN,-0.05393041825238896,0.41917744526482187
50K,65.0,4810,21.8509,7.8275,38,2021,AD,0.1163575659478613,1.2288237838376581
50K,41.4,2510,6.835,4.4092,220,2021,ES,-0.4660766988529948,-0.004412361008383931
50K,43.0,2700,6.9616,4.6128,201,2022,ES,-0.42658963005293676,0.09746366834846303
50K,32.5,2620,5.9995,3.7864,179,2014,FR,-0.6857235190533176,0.05456849809294852
50K,34.1,2050,5.3717,3.4094,256,2015,FR,-0.6462364502532596,-0.25105958997759237
50K,33.5,2040,5.5369,3.1892,267,2016,FR,-0.6610441010532814,-0.25642148625953165
50K,32.9,1959,5.681,3.5156,269,2017,FR,-0.6758517518533032,-0.2998528461432401
50K,33.2,2000,5.436,3.1769,361,2018,FR,-0.6684479264532922,-0.27786907138728895
50K,33.8,2070,5.5323,2.9656,353,2019,FR,-0.6536402756532705,-0.24033579741371372
50K,34.0,2160,5.1419,2.9461,441,2020,FR,-0.6487043920532632,-0.1920787308762599
50K,34.0,2160,5.1931,3.0736,557,2021,FR,-0.6487043920532632,-0.1920787308762599
50K,34.0,2020,5.4535,3.0094,575,2022,FR,-0.6487043920532632,-0.2671452788234103
50K,34.0,2020,5.3792,2.9586,576,2023,FR,-0.6487043920532632,-0.2671452788234103
100M,160.8,9160,39.4947,28.0894,30,2021,AU,2.4806458103513367,3.56124866648126
100M,160.8,9160,39.4709,25.4469,40,2022,AU,2.4806458103513367,3.56124866648126
100M,160.8,9160,40.3289,29.5639,22,2023,AU,2.4806458103513367,3.56124866648126
20K,30.0,1200,6.0318,3.2328,202,2021,CN,-0.7474220640534083,-0.706820773942434
20K,20.0,980,4.5608,2.7731,156,2021,CN,-0.9942162440537711,-0.8247824921450989
20K,17.0,680,2.9006,1.8394,6,2021,FR,-1.06825449805388,-0.9856393806032784
20K,34.2,1350,5.0798,3.8872,6,2021,FR,-0.6437685084532558,-0.6263923297133444
50K,51.4,2020,7.1512,5.9056,6,2021,FR,-0.21928251885263206,-0.2671452788234103
100K,85.8,3360,11.0553,10.7739,2,2021,FR,0.6296894603486157,0.45134882295645773
50K,50.0,850,7.057,4.2736,40,2014,US,-0.2538337040526828,-0.89448714381031
50K,50.0,850,7.5344,4.5011,76,2015,US,-0.2538337040526828,-0.89448714381031
50K,50.0,850,7.2452,4.7028,83,2018,US,-0.2538337040526828,-0.89448714381031
50K,50.0,850,7.3866,4.1953,101,2019,US,-0.2538337040526828,-0.89448714381031
50K,61.2,980,9.4074,5.6022,57,2014,US,0.022575777547723528,-0.8247824921450989
50K,61.2,980,10.5857,7.2922,41,2015,US,0.022575777547723528,-0.8247824921450989
50K,61.2,980,10.6026,7.6231,53,2018,US,0.022575777547723528,-0.8247824921450989
50K,61.2,980,10.821,7.055,47,2019,US,0.022575777547723528,-0.8247824921450989
20K,21.3,1010,3.6693,2.0692,27,2021,CY,-0.962133000653724,-0.808696803299281
50K,56.7,2990,10.7144,7.9558,13,2021,IT,-0.0884816034524397,0.2529586605247031
100K,60.0,4100,12.6888,8.6372,16,2022,IT,-0.007039524052320073,0.848129147819967
20K,30.3,1510,5.1668,3.3894,89,2021,IT,-0.7400182386533974,-0.5406019892023153
50K,37.0,2200,6.8429,4.3989,34,2022,IT,-0.5746661380531544,-0.17063114574850266
20K,32.6,1240,5.1015,3.1047,138,2021,IL,-0.683255577253314,-0.6853731888146768
50K,54.9,2300,8.9767,6.1722,129,2021,IL,-0.1329045558525051,-0.11701218292910952
20K,20.3,150,1.7986,1.3542,71,2021,RU,-0.9868124186537602,-1.269819883546062
20K,27.6,1912,4.8443,2.9522,153,2014,CH,-0.8066526672534954,-0.3250537586683549
20K,28.1,1860,4.6515,3.0,222,2017,CH,-0.7943129582534771,-0.35293561933443934
20K,28.0,1860,4.5398,2.7994,235,2018,CH,-0.7967809000534809,-0.35293561933443934
20K,28.1,1850,4.6242,2.9231,272,2019,CH,-0.7943129582534771,-0.3582975156163786
20K,20.3,1880,4.2896,2.6333,135,2021,FR,-0.9868124186537602,-0.34221182677056067
20K,16.3,1220,2.8414,1.7511,138,2022,FR,-1.0855300906539054,-0.6960969813785554
20K,20.0,1950,4.8647,2.5194,189,2023,FR,-0.9942162440537711,-0.3046785527969855
20K,18.9,730,2.2945,1.4722,113,2021,RO,-1.021363603853811,-0.9588298991935817
20K,21.1,600,2.4133,1.4475,136,2014,US,-0.9670688842537312,-1.0285345508587929
20K,21.1,600,2.3154,1.4261,112,2017,US,-0.9670688842537312,-1.0285345508587929
20K,20.9,560,2.6398,1.3961,134,2018,US,-0.9720047678537385,-1.04998213598655
20K,21.1,660,2.4197,1.5631,119,2019,US,-0.9670688842537312,-0.996363173167157
20K,22.7,1090,4.3111,2.3706,27,2021,CN,-0.927581815453673,-0.7658016330437665
20K,24.9,1150,4.0339,2.2669,449,2014,US,-0.8732870958535933,-0.7336302553521306
20K,24.9,1150,4.0629,1.965,547,2015,US,-0.8732870958535933,-0.7336302553521306
20K,24.9,1150,4.0767,1.9892,563,2016,US,-0.8732870958535933,-0.7336302553521306
50K,43.6,2070,7.6053,4.4311,75,2021,GB,-0.41178197925291493,-0.24033579741371372
20K,14.0,800,1.7685,1.1228,265,2021,IT,-1.1422927520539887,-0.9212966252200065
50K,30.1,2190,10.2414,6.205,32,2021,ID,-0.7449541222534046,-0.17599304203044197
50K,30.1,2190,9.8404,5.4433,41,2022,ID,-0.7449541222534046,-0.17599304203044197
50K,30.1,2190,7.7618,4.8614,32,2023,ID,-0.7449541222534046,-0.17599304203044197
50K,45.4,2700,8.6176,4.7153,132,2021,CN,-0.3673590268528497,0.09746366834846303
20K,26.5,1490,5.7074,2.5919,235,2021,CN,-0.8338000270535353,-0.551325781766194
50K,47.4,3650,13.2822,10.3056,9,2021,ID,-0.31800019085277714,0.6068438151326978
50K,47.4,3650,11.4193,9.2972,8,2022,ID,-0.31800019085277714,0.6068438151326978
50K,47.4,3650,10.0189,8.0833,9,2023,ID,-0.31800019085277714,0.6068438151326978
20K,30.7,1720,4.7423,2.6072,505,2021,IT,-0.730146471453383,-0.4280021672815897
20K,30.6,1740,4.6331,2.9461,423,2022,IT,-0.7326144132533865,-0.41727837471771106
50K,34.0,2000,5.0592,2.8556,326,2023,IT,-0.6487043920532632,-0.27786907138728895
50K,66.9,1570,11.446,7.9125,76,2015,DK,0.16324846014793037,-0.5084306115106794
50K,44.6,1520,6.8579,4.11,237,2021,FR,-0.3871025612528787,-0.535240092920376
50K,47.0,1650,7.443,3.6953,266,2022,FR,-0.3278719580527916,-0.4655354412551649
50K,46.4,1650,6.8188,3.9264,346,2023,FR,-0.34267960885281346,-0.4655354412551649
50K,41.8,2420,5.7873,3.4244,337,2014,IT,-0.4562049316529803,-0.052669427545837755
50K,41.8,2420,5.8398,3.5397,380,2015,IT,-0.4562049316529803,-0.052669427545837755
50K,42.5,2840,5.5397,3.6467,462,2016,IT,-0.4389293390529549,0.1725302162956134
50K,42.5,2840,5.9723,3.6558,285,2017,IT,-0.4389293390529549,0.1725302162956134
50K,42.4,2694,6.3897,3.6456,452,2019,IT,-0.44139728085295854,0.09424653057929944
50K,44.5,1470,6.4436,3.7797,89,2021,IT,-0.3895705030528823,-0.5620495743300725
50K,67.4,2830,11.4018,6.9581,107,2021,FR,0.1755881691479485,0.1671683200136741
50K,64.6,3110,12.3575,7.0375,200,2022,FR,0.10648579874784665,0.3173014159079749
100K,65.1,3585,11.5027,6.6286,217,2023,FR,0.11882550774786478,0.5719914893000922
100K,92.6,4210,16.2241,10.5483,127,2021,FR,0.7975095027488623,0.9071100069212994
100K,97.8,4410,18.9227,10.1858,268,2022,FR,0.925842476349051,1.0143479325600857
100K,90.0,3950,15.5273,9.3708,259,2023,FR,0.7333430159487682,0.7677007035908773
100M,174.9,7590,35.4825,21.9844,127,2021,FR,2.828625604151848,2.7194309502167875
100M,172.1,7400,35.7365,20.5889,170,2022,FR,2.759523233751746,2.617554920859941
100M,162.0,6750,33.4992,19.3314,157,2023,FR,2.51026111195138,2.269031662533885
50K,55.2,2890,10.4879,7.7956,122,2021,JP,-0.12550073045249413,0.19933969770531
50K,55.2,2890,10.6501,7.5253,226,2022,JP,-0.12550073045249413,0.19933969770531
50K,55.2,2890,10.7529,7.2558,277,2023,JP,-0.12550073045249413,0.19933969770531
20K,30.1,780,5.5364,3.0708,76,2021,CN,-0.7449541222534046,-0.9320204177838852
20K,30.1,780,5.9746,2.6433,77,2021,CN,-0.7449541222534046,-0.9320204177838852
50K,47.8,3090,9.518,7.3997,24,2021,CN,-0.3081284236527627,0.3065776233440963
20K,21.7,1740,6.3197,3.0381,264,2021,CN,-0.9522612334537093,-0.41727837471771106
100K,90.0,5180,17.9042,10.9,51,2014,US,0.7333430159487682,1.427213946269413
100K,95.1,4610,17.7101,12.7639,38,2015,US,0.859208047748953,1.121585858198872
100K,93.0,4598,17.203,10.7903,64,2016,US,0.8073812699488769,1.1151515826605447
100K,93.0,4600,19.1881,12.5536,74,2017,US,0.8073812699488769,1.1162239619169327
100K,95.3,5330,19.4721,12.5408,124,2018,US,0.8641439313489604,1.5076423904985026
100K,95.1,5140,19.077,11.8156,120,2019,US,0.859208047748953,1.4057663611416555
100K,95.1,5140,19.0114,11.3389,116,2021,US,0.859208047748953,1.4057663611416555
