Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,N Participants,Year,Country,distance_std,elevation_std
50K,58.1,3992,10.5968,6.1658,119,2015,PT,-0.05393041825238896,0.7902206679750223
100K,54.8,4580,9.8212,6.0078,165,2016,PT,-0.13537249765250878,1.105500169353054
100K,54.8,4580,9.8203,5.76,152,2017,PT,-0.13537249765250878,1.105500169353054
100K,54.8,4580,9.629,5.7992,240,2018,PT,-0.13537249765250878,1.105500169353054
50K,55.6,4121,6.881,6.1897,11,2021,PT,-0.11562896325247965,0.8593891300120395
50K,54.8,3770,6.6944,5.7936,17,2022,PT,-0.13537249765250878,0.6711865705159696
20K,32.7,1470,4.5841,3.0981,36,2021,PT,-0.6807876354533103,-0.5620495743300725
20K,32.7,1470,4.6292,3.0378,43,2022,PT,-0.6807876354533103,-0.5620495743300725
100K,102.4,440,19.437,19.3403,8,2021,SN,1.039367799149218,-1.1143248913698218
50K,49.6,160,8.2448,5.9839,33,2021,SN,-0.2637054712526973,-1.2644579872641226
50K,50.0,1255,6.3476,4.2131,226,2021,GB,-0.2538337040526828,-0.6773303443917678
50K,50.0,1255,6.7214,4.4919,152,2022,GB,-0.2538337040526828,-0.6773303443917678
50K,50.0,1808,6.5537,3.9806,209,2023,GB,-0.2538337040526828,-0.38081748000052373
50K,50.0,1808,6.5243,3.5983,304,2024,GB,-0.2538337040526828,-0.38081748000052373
100K,100.0,2510,13.6657,10.1886,50,2021,GB,0.980137195949131,-0.004412361008383931
100K,100.0,2510,14.5119,10.4042,33,2022,GB,0.980137195949131,-0.004412361008383931
50K,75.0,2453,10.4275,6.5383,75,2023,GB,0.363151745948224,-0.034975169815438016
50K,75.0,2453,10.2074,7.275,90,2024,GB,0.363151745948224,-0.034975169815438016
50K,35.0,2000,5.4191,3.0444,284,2014,IT,-0.624024974053227,-0.27786907138728895
100M,161.2,7400,20.7658,20.0828,2,2021,ES,2.490517577551351,2.617554920859941
100K,97.1,4310,12.7906,12.5956,28,2021,ES,0.9085668837490256,0.9607289697406926
100K,80.6,3700,9.0172,8.9228,18,2021,ES,0.501356486748427,0.6336532965423944
50K,45.3,2010,5.7761,5.7469,36,2021,ES,-0.36982696865285336,-0.2725071751053496
20K,20.6,710,2.9269,1.9642,24,2021,IL,-0.9794085932537493,-0.9695536917574604
50K,50.5,1500,6.669,3.92,139,2014,US,-0.24149399505266467,-0.5459638854842546
50K,50.5,1500,7.1469,4.3275,112,2015,US,-0.24149399505266467,-0.5459638854842546
50K,50.5,1500,6.4997,3.8742,82,2016,US,-0.24149399505266467,-0.5459638854842546
50K,50.5,1500,6.8625,4.315,138,2017,US,-0.24149399505266467,-0.5459638854842546
50K,50.5,1500,7.2407,4.2353,112,2018,US,-0.24149399505266467,-0.5459638854842546
50K,50.5,1500,6.9377,4.5125,120,2019,US,-0.24149399505266467,-0.5459638854842546
50K,44.3,1490,7.4818,5.5467,14,2021,IL,-0.3945063866528897,-0.551325781766194
100K,201.5,9502,29.538,22.0383,29,2021,ES,3.4850981229528126,3.7446255193235842
20K,21.8,830,3.1909,1.5425,203,2021,AU,-0.9497932916537059,-0.9052109363741886
20K,22.1,1030,3.4815,2.1033,218,2022,AU,-0.9423894662536948,-0.7979730107354024
20K,21.8,830,3.5119,2.0092,227,2023,AU,-0.9497932916537059,-0.9052109363741886
20K,32.7,1160,5.934,3.2064,544,2021,CN,-0.6807876354533103,-0.7282683590701913
50K,40.3,1760,6.0202,3.5208,326,2021,ES,-0.49322405865303476,-0.40655458215383244
50K,40.3,1760,6.2917,3.5061,454,2022,ES,-0.49322405865303476,-0.40655458215383244
50K,40.3,1760,6.4902,4.1414,332,2023,ES,-0.49322405865303476,-0.40655458215383244
50K,48.9,1220,5.9285,3.4036,87,2014,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,5.968,3.5994,90,2015,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,6.6307,4.7067,77,2016,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,6.1934,4.1767,67,2017,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,5.941,3.8433,48,2018,US,-0.28098106385272276,-0.6960969813785554
100M,181.2,5960,35.2975,22.6086,65,2021,PL,2.984105937552076,1.8454418562606794
100M,181.2,5960,33.6399,24.9064,55,2022,PL,2.984105937552076,1.8454418562606794
100M,181.2,5960,33.669,23.2058,64,2023,PL,2.984105937552076,1.8454418562606794
20K,34.0,1140,4.264,2.4189,235,2021,PL,-0.6487043920532632,-0.73899215163407
20K,34.0,1140,4.1873,2.2842,245,2022,PL,-0.6487043920532632,-0.73899215163407
20K,34.0,1140,4.2675,2.4711,260,2023,PL,-0.6487043920532632,-0.73899215163407
50K,48.9,1220,6.2874,3.4239,90,2014,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,6.8016,4.8222,28,2015,US,-0.28098106385272276,-0.6960969813785554
50K,48.9,1220,6.0638,3.8289,50,2016,US,-0.28098106385272276,-0.6960969813785554
100M,124.7,5490,25.6352,16.1725,42,2021,IT,1.589718820550027,1.5934327310095315
100M,124.7,5490,26.8697,16.2892,28,2022,IT,1.589718820550027,1.5934327310095315
100K,109.0,4604,18.5193,13.0561,46,2023,IT,1.2022519579494573,1.1183687204297084
50K,60.4,2680,11.9009,7.34,198,2021,CN,0.0028322431476944018,0.0867398757845844
100K,99.2,3620,21.1441,13.1386,148,2021,CN,0.960393661549102,0.5907581262868798
20K,31.2,1710,6.6823,4.1153,84,2021,CN,-0.7178067624533648,-0.433364063563529
20K,17.2,910,2.9892,1.6625,271,2021,PT,-1.0633186144538727,-0.8623157661186741
20K,17.2,910,2.9277,1.605,314,2022,PT,-1.0633186144538727,-0.8623157661186741
20K,21.5,930,2.9805,2.0575,63,2021,RU,-0.9571971170537167,-0.8515919735547955
50K,55.0,3180,8.1365,5.6617,60,2014,PL,-0.13043661405250145,0.3548346898815501
50K,55.2,3040,8.8503,5.8047,98,2015,PL,-0.12550073045249413,0.2797681419343997
50K,55.0,3200,8.5777,5.7611,173,2016,PL,-0.13043661405250145,0.3655584824454287
50K,55.3,3200,8.5267,5.8114,234,2017,PL,-0.12303278865249064,0.3655584824454287
50K,55.1,3180,8.1186,5.2072,252,2018,PL,-0.12796867225249778,0.3548346898815501
50K,53.4,3000,8.4902,5.6386,190,2019,PL,-0.16992368285255952,0.25832055680664245
50K,58.6,3250,8.9742,5.8842,269,2021,PL,-0.04159070925237082,0.3923679638551253
50K,58.6,3250,9.1213,6.1656,179,2022,PL,-0.04159070925237082,0.3923679638551253
50K,58.6,3250,8.8866,5.9306,187,2023,PL,-0.04159070925237082,0.3923679638551253
50K,40.2,1960,7.1786,4.4714,61,2021,MK,-0.49569200045303824,-0.2993166565150462
50K,37.8,1647,6.3466,4.0244,64,2022,MK,-0.5549226036531254,-0.4671440101397467
50K,40.2,1960,6.838,4.5494,99,2023,MK,-0.49569200045303824,-0.2993166565150462
20K,14.3,640,1.7944,1.1128,138,2021,IT,-1.134888926653978,-1.0070869657310355
50K,57.1,3010,11.3674,6.8778,260,2021,CN,-0.07860983625242524,0.26368245308858174
50K,49.9,1980,6.9998,4.0978,144,2014,US,-0.2563016458526865,-0.28859286395116757
50K,49.9,1980,7.023,4.1819,119,2015,US,-0.2563016458526865,-0.28859286395116757
50K,49.9,1980,6.8959,4.3117,84,2016,US,-0.2563016458526865,-0.28859286395116757
50K,37.6,1860,7.8616,4.2203,255,2021,CN,-0.5598584872531326,-0.35293561933443934
50K,45.4,1434,5.7954,3.6369,214,2014,FR,-0.3673590268528497,-0.5813524009450541
50K,45.4,1434,5.7723,4.2442,151,2015,FR,-0.3673590268528497,-0.5813524009450541
50K,45.4,1434,6.0239,3.8383,163,2016,FR,-0.3673590268528497,-0.5813524009450541
50K,44.0,1310,6.3008,3.5706,154,2017,FR,-0.40191021205290045,-0.6478399148411016
50K,43.2,1110,4.9969,3.5578,139,2018,FR,-0.4216537464529294,-0.7550778404798878
50K,43.1,1140,5.1016,3.3444,121,2019,FR,-0.42412168825293306,-0.73899215163407
100M,168.5,10740,52.6929,42.8033,7,2021,CN,2.6706773289516157,4.408428279027672
20K,24.8,1440,5.3857,2.8378,264,2021,CN,-0.875755037653597,-0.5781352631758905
20K,31.2,1230,4.6666,2.4364,156,2021,PL,-0.7178067624533648,-0.6907350850966161
20K,31.2,1230,4.6666,2.4364,156,2022,PL,-0.7178067624533648,-0.6907350850966161
20K,31.2,1230,4.9186,2.9336,175,2023,PL,-0.7178067624533648,-0.6907350850966161
20K,31.2,1230,5.0065,3.3039,186,2024,PL,-0.7178067624533648,-0.6907350850966161
50K,51.4,2770,9.1225,5.1497,107,2021,CN,-0.21928251885263206,0.13499694232203824
20K,24.3,1260,5.0343,2.315,202,2021,CN,-0.8880947466536151,-0.6746493962507981
50K,50.0,1400,6.5302,4.4731,101,2014,US,-0.2538337040526828,-0.5995828483036477
50K,50.0,1400,6.8865,4.4019,79,2015,US,-0.2538337040526828,-0.5995828483036477
50K,50.0,1400,6.4585,4.2503,94,2016,US,-0.2538337040526828,-0.5995828483036477
50K,50.0,1400,7.4189,4.7297,100,2017,US,-0.2538337040526828,-0.5995828483036477
50K,52.4,2050,7.5222,5.5881,110,2019,US,-0.1946031008525958,-0.25105958997759237
50K,59.0,3480,11.0638,6.6797,229,2021,IT,-0.03171894205235635,0.5156915783397295
50K,56.6,3500,10.5403,7.2036,129,2022,IT,-0.09094954525244336,0.5264153709036081
100M,184.6,9020,38.678,26.36,61,2022,SI,3.0680159587522,3.4861821185341095
100M,165.0,7000,29.4447,19.9653,66,2023,SI,2.584299365951489,2.4030790695823683
100K,83.2,3180,16.8033,9.9044,19,2022,SI,0.5655229735485215,0.3548346898815501
100M,136.1,6410,29.1168,17.7747,67,2021,IT,1.8710641857504402,2.0867271889479486
100K,62.7,4430,12.8246,8.3622,67,2021,IT,0.05959490454777794,1.0250717251239643
50K,55.7,4400,11.9296,7.4972,40,2022,IT,-0.11316102145247599,1.0089860362781464
20K,25.2,1970,4.1435,2.4828,206,2021,IT,-0.8658832704535824,-0.29395476023310685
20K,25.3,1770,3.7304,2.1958,92,2022,IT,-0.8634153286535788,-0.40119268587189316
20K,26.0,1010,2.8883,1.9189,130,2021,ES,-0.8461397360535534,-0.808696803299281
100M,168.1,6180,27.7152,18.9383,20,2019,GB,2.660805561751601,1.9634035744633442
100M,168.0,6610,27.8912,21.8975,18,2021,GB,2.6583376199515976,2.1939651145867347
100M,168.0,6610,28.659,20.4164,13,2023,GB,2.6583376199515976,2.1939651145867347
100K,77.3,4200,11.3755,10.42,9,2014,AR,0.41991440734830743,0.9017481106393601
100K,81.5,3340,12.6979,8.4997,71,2016,AR,0.5235679629484599,0.4406250303925791
20K,24.9,1760,3.9258,2.4114,101,2021,ES,-0.8732870958535933,-0.40655458215383244
50K,53.0,3216,8.1536,5.1194,168,2022,ES,-0.179795450052574,0.3741375164965316
50K,55.0,3079,8.6111,5.3033,132,2023,ES,-0.13043661405250145,0.30067953743396303
50K,61.0,3628,10.8489,7.2008,65,2024,ES,0.0176398939477162,0.5950476433124313
20K,17.6,1240,4.0709,2.2494,436,2021,HK,-1.053446847253858,-0.6853731888146768
100M,113.0,5810,24.0703,13.6753,94,2021,CN,1.3009696299496025,1.7650134120315897
50K,56.2,2060,9.6388,5.6194,249,2021,CN,-0.10082131245245785,-0.24569769369565306
20K,33.5,990,6.3692,3.3447,274,2021,CN,-0.6610441010532814,-0.8194205958631596
100M,161.8,5410,28.5062,23.4997,41,2021,RO,2.505325228351373,1.550537560754017
50K,51.8,3390,9.6575,5.5661,273,2014,AR,-0.2094107516526176,0.4674345118022757
50K,52.4,2310,9.2061,5.3636,464,2015,AR,-0.1946031008525958,-0.11165028664717021
50K,54.3,2340,8.5708,5.515,199,2016,AR,-0.1477122066525269,-0.09556459780135226
100K,73.0,4550,13.4244,8.5311,138,2014,ES,0.3137929099481515,1.089414480507236
50K,63.8,3400,11.6013,6.9453,270,2015,ES,0.0867422643478177,0.47279640808421497
50K,62.7,3710,11.3985,6.5072,139,2016,ES,0.05959490454777794,0.6390151928243337
50K,62.7,3710,11.2579,6.5756,288,2017,ES,0.05959490454777794,0.6390151928243337
50K,62.5,3540,11.1442,6.7869,231,2018,ES,0.054659020947770615,0.5478629560313654
50K,62.9,3580,11.3261,6.4194,243,2019,ES,0.06453078814778508,0.5693105411591226
50K,61.2,3500,10.1121,6.0264,352,2021,ES,0.022575777547723528,0.5264153709036081
100K,65.8,3557,11.086,6.7767,328,2022,ES,0.13610110034789025,0.5569781797106622
50K,59.8,3699,10.815,5.9164,370,2023,ES,-0.011975407652327397,0.6331171069142004
50K,59.8,3699,10.5851,6.2489,221,2024,ES,-0.011975407652327397,0.6331171069142004
20K,13.2,830,1.6933,1.0444,289,2021,ES,-1.1620362864540177,-0.9052109363741886
20K,13.2,830,1.7962,1.0597,362,2022,ES,-1.1620362864540177,-0.9052109363741886
20K,13.0,700,1.7877,1.1272,254,2023,ES,-1.166972170054025,-0.9749155880393997
50K,44.7,850,5.0868,3.1161,259,2021,GB,-0.384634619452875,-0.89448714381031
50K,44.7,850,5.2558,3.3894,160,2022,GB,-0.384634619452875,-0.89448714381031
50K,44.7,850,5.2913,3.2128,189,2023,GB,-0.384634619452875,-0.89448714381031
50K,61.6,3700,10.4117,6.5319,105,2021,ES,0.032447544747738,0.6336532965423944
50K,60.7,3798,10.2721,6.51,114,2022,ES,0.010236068547705389,0.6861998801053997
50K,32.4,1790,5.6809,3.4439,193,2021,JP,-0.6881914608533213,-0.39046889330801454
50K,32.4,1790,5.7397,3.1822,231,2022,JP,-0.6881914608533213,-0.39046889330801454
100K,80.0,4000,12.5216,10.1786,16,2014,IT,0.4865488359484054,0.7945101850005738
100K,87.5,4150,15.7697,10.2844,32,2016,IT,0.6716444709486775,0.8749386292296635
100K,86.7,4230,16.3291,11.0478,33,2017,IT,0.6519009365486486,0.9178337994851781
100K,90.0,4330,16.9439,9.8517,50,2018,IT,0.7333430159487682,0.9714527623045711
100M,158.9,6410,32.5972,21.2528,80,2021,CA,2.4337549161512677,2.0867271889479486
100M,160.0,6500,31.5679,19.5978,116,2022,CA,2.4609022759513075,2.1349842554854024
100M,160.0,6500,32.6245,20.2914,128,2023,CA,2.4609022759513075,2.1349842554854024
50K,39.4,2140,6.5286,4.7978,8,2021,CN,-0.5154355348530674,-0.20280252344013855
50K,63.7,3390,13.3876,9.7822,35,2021,CN,0.08427432254781421,0.4674345118022757
100K,99.5,4790,21.5171,13.6586,12,2021,CN,0.9677974869491127,1.2180999912737795
100M,161.7,8440,35.6094,32.9442,2,2021,CN,2.502857286551369,3.1751921341816294
100M,196.2,10530,48.6098,44.2689,8,2021,CN,3.35429720755262,4.295828457106946
50K,49.3,3060,10.1066,6.8622,55,2021,MU,-0.2711092966527083,0.2904919344982783
50K,50.0,3500,10.5822,6.1142,131,2022,MU,-0.2538337040526828,0.5264153709036081
50K,50.0,3500,10.8334,6.1269,198,2023,MU,-0.2538337040526828,0.5264153709036081
50K,43.4,700,4.5417,3.3436,99,2022,FR,-0.4167178628529223,-0.9749155880393997
50K,43.4,700,4.8208,3.13,185,2023,FR,-0.4167178628529223,-0.9749155880393997
20K,22.0,400,2.1874,1.5075,188,2022,FR,-0.9448574080536986,-1.1357724764975792
20K,22.0,400,2.3077,1.5039,298,2023,FR,-0.9448574080536986,-1.1357724764975792
100K,85.4,3060,12.0914,10.7372,7,2021,JP,0.6198176931486015,0.2904919344982783
50K,53.4,1910,8.6722,6.9711,23,2021,JP,-0.16992368285255952,-0.32612613792474276
50K,50.0,2000,7.8743,5.7906,21,2022,JP,-0.2538337040526828,-0.27786907138728895
50K,50.0,2000,7.0078,6.0269,9,2023,JP,-0.2538337040526828,-0.27786907138728895
20K,22.2,1280,3.5052,2.0208,246,2021,IT,-0.9399215244536911,-0.6639256036869196
20K,24.0,1200,3.6379,2.4192,161,2022,IT,-0.8954985720536259,-0.706820773942434
20K,24.0,1200,3.4342,2.3267,119,2023,IT,-0.8954985720536259,-0.706820773942434
20K,11.7,2180,2.9764,1.6936,247,2021,IT,-1.199055413454072,-0.18135493831238128
20K,11.7,2180,3.031,1.7275,255,2022,IT,-1.199055413454072,-0.18135493831238128
100K,56.8,4630,12.1647,7.9817,82,2021,IT,-0.08601366165243622,1.1323096507627506
100K,56.8,4630,11.8276,7.6436,67,2022,IT,-0.08601366165243622,1.1323096507627506
100K,57.8,4610,11.9784,8.1094,64,2023,IT,-0.06133424365239995,1.121585858198872
20K,21.4,730,2.6148,1.5239,298,2021,PL,-0.9596650588537203,-0.9588298991935817
20K,29.5,1570,4.4461,2.9022,173,2021,PL,-0.7597617730534264,-0.5084306115106794
20K,19.5,1080,3.2274,1.7725,166,2021,PL,-1.006555953053789,-0.7711635293257058
20K,18.2,1340,3.1834,1.8117,119,2022,FR,-1.0386391964538362,-0.6317542259952836
50K,54.0,3200,8.4399,6.0883,43,2021,IT,-0.1551160320525377,0.3655584824454287
50K,54.0,3200,8.5968,6.07,38,2022,IT,-0.1551160320525377,0.3655584824454287
50K,54.0,3170,8.7293,6.3989,22,2023,IT,-0.1551160320525377,0.34947279359961075
50K,61.3,2070,9.9149,5.9236,87,2021,AU,0.025043719347727013,-0.24033579741371372
50K,65.2,2732,10.2578,6.1156,127,2022,AU,0.12129344954786862,0.11462173645066884
50K,65.2,2804,10.3979,6.8894,150,2023,AU,0.12129344954786862,0.1532273896806319
50K,52.5,3350,14.3387,8.2933,221,2022,TH,-0.19213515905259212,0.4459869266745184
50K,52.5,3350,15.2108,8.3606,220,2023,TH,-0.19213515905259212,0.4459869266745184
50K,41.2,2670,12.0542,7.0,100,2022,TH,-0.471012582453002,0.08137797950264508
50K,41.2,2670,12.4806,6.5717,138,2023,TH,-0.471012582453002,0.08137797950264508
20K,28.7,1550,3.2413,1.7872,70,2021,CN,-0.7795053074534555,-0.519154404074558
20K,15.5,1110,2.5784,1.4156,52,2021,PL,-1.1052736250539343,-0.7550778404798878
100M,257.5,6660,46.143,37.8811,23,2021,GB,4.8671455309548435,2.2207745959964313
20K,25.5,1300,3.1687,2.1303,201,2021,PL,-0.8584794450535715,-0.6532018111230409
20K,16.7,730,2.0712,1.2972,139,2021,PL,-1.0756583234538908,-0.9588298991935817
100K,79.7,2940,11.456,7.2886,147,2021,FR,0.4791450105483946,0.22614917911500657
100K,79.7,2940,12.0264,7.3969,180,2022,FR,0.4791450105483946,0.22614917911500657
100K,82.7,2940,12.6728,7.6603,231,2023,FR,0.5531832645485034,0.22614917911500657
100K,79.7,2920,12.5544,10.2103,20,2021,FR,0.4791450105483946,0.21542538655112792
100K,79.7,2920,12.2427,9.8836,36,2022,FR,0.4791450105483946,0.21542538655112792
100K,82.7,2920,13.2933,10.3686,26,2023,FR,0.5531832645485034,0.21542538655112792
50K,42.9,2640,6.0561,4.4111,104,2021,ES,-0.4290575718529404,0.06529229065682715
50K,42.2,2300,5.1437,3.63,294,2022,ES,-0.44633316445296567,-0.11701218292910952
20K,19.5,1240,4.1439,2.4575,160,2021,CN,-1.006555953053789,-0.6853731888146768
50K,38.8,2470,8.03,4.8689,71,2021,CN,-0.5302431856530891,-0.025859946136141187
50K,58.0,3680,10.9185,7.0308,24,2021,CN,-0.05639836005239262,0.6229295039785158
20K,19.9,1160,3.0867,1.9811,73,2021,CN,-0.9966841858537747,-0.7282683590701913
100K,94.2,4892,24.1656,14.1639,202,2021,CN,0.8369965715489206,1.2727913333495606
50K,51.9,2500,11.1281,5.7394,85,2021,CN,-0.20694280985261393,-0.009774257290323244
50K,86.6,3860,13.1359,9.6269,15,2021,ES,0.6494329947486447,0.7194436370534234
100K,92.3,4835,15.1849,11.405,10,2023,ES,0.7901056773488515,1.2422285245425064
50K,80.5,1610,10.7976,6.8086,82,2014,CA,0.49888854494842355,-0.4869830263829222
50K,80.5,1610,10.2693,6.6622,89,2015,CA,0.49888854494842355,-0.4869830263829222
50K,80.5,1610,11.1345,7.2511,83,2016,CA,0.49888854494842355,-0.4869830263829222
50K,80.5,1610,11.1561,6.7369,70,2017,CA,0.49888854494842355,-0.4869830263829222
50K,80.0,1960,11.5055,7.9064,48,2022,CA,0.4865488359484054,-0.2993166565150462
50K,80.0,1960,11.8791,6.4683,66,2023,CA,0.4865488359484054,-0.2993166565150462
50K,34.5,2040,6.6828,4.0258,109,2021,CN,-0.6363646830532451,-0.25642148625953165
20K,30.9,1080,6.0345,3.5578,225,2021,CN,-0.7252105878533757,-0.7711635293257058
50K,50.0,1000,6.0485,4.1711,99,2014,CA,-0.2538337040526828,-0.8140586995812203
50K,50.0,1000,5.9149,3.6958,105,2015,CA,-0.2538337040526828,-0.8140586995812203
50K,50.0,1000,6.3604,3.9144,138,2016,CA,-0.2538337040526828,-0.8140586995812203
50K,50.0,1000,6.4773,3.5611,168,2017,CA,-0.2538337040526828,-0.8140586995812203
50K,50.0,1225,6.2336,3.6294,168,2022,CA,-0.2538337040526828,-0.6934160332375857
50K,50.0,1225,6.7473,3.6256,201,2023,CA,-0.2538337040526828,-0.6934160332375857
20K,20.9,840,4.8126,2.5517,155,2021,CN,-0.9720047678537385,-0.8998490400922493
50K,61.1,3380,11.0542,7.0578,233,2021,JP,0.020107835747719863,0.46207261552033635
50K,39.0,2000,6.4214,3.7189,151,2021,JP,-0.5253073020530818,-0.27786907138728895
20K,25.0,2000,4.8174,2.7244,169,2021,JP,-0.8708191540535897,-0.27786907138728895
50K,51.4,2170,8.88,4.6122,207,2022,CZ,-0.21928251885263206,-0.1867168345943206
50K,52.0,640,6.6573,3.7817,128,2021,GB,-0.20447486805261028,-1.0070869657310355
50K,52.0,640,6.0565,4.4192,85,2022,GB,-0.20447486805261028,-1.0070869657310355
50K,52.0,640,6.6475,4.0194,119,2023,GB,-0.20447486805261028,-1.0070869657310355
100K,103.4,5230,19.0665,15.0344,24,2021,HR,1.0640472171492543,1.4540234276791093
100K,82.0,3540,14.7206,9.7719,79,2022,HR,0.535907671948478,0.5478629560313654
50K,41.7,2150,7.1725,4.7483,74,2021,HR,-0.4586728734529838,-0.1974406271581992
50K,41.7,2150,7.0432,4.9103,60,2022,HR,-0.4586728734529838,-0.1974406271581992
50K,41.6,1910,6.6504,4.7625,44,2023,HR,-0.4611408152529875,-0.32612613792474276
20K,25.0,659,2.8264,1.7406,125,2021,AU,-0.8708191540535897,-0.9968993627953509
50K,39.1,1960,9.2949,5.7467,171,2021,CN,-0.5228393602530782,-0.2993166565150462
50K,66.0,1400,8.6894,5.9083,89,2015,FR,0.14103698394789757,-0.5995828483036477
50K,66.4,1471,8.4902,5.5625,94,2016,FR,0.15090875114791222,-0.5615133847018786
50K,66.5,1560,8.786,6.0633,86,2017,FR,0.1533766929479157,-0.5137925077926188
50K,67.6,1550,8.9622,6.0503,101,2018,FR,0.18052405274795547,-0.519154404074558
50K,67.6,1570,8.8039,5.9808,159,2019,FR,0.18052405274795547,-0.5084306115106794
50K,57.2,2760,12.1376,7.5697,64,2021,CN,-0.07614189445242157,0.1296350460400989
50K,58.7,2280,8.4636,5.6928,245,2021,AU,-0.03912276745236716,-0.12773597549298815
20K,21.7,790,2.5225,1.5731,109,2021,IT,-0.9522612334537093,-0.9266585215019458
50K,60.4,2210,8.3663,4.74,112,2021,IT,0.0028322431476944018,-0.16526924946656335
50K,40.2,1280,4.9807,3.1464,147,2021,IT,-0.49569200045303824,-0.6639256036869196
100K,64.0,3600,10.6923,8.9425,17,2014,EC,0.09167814794782503,0.5800343337230013
100K,74.4,4400,12.1934,9.2656,18,2016,EC,0.3483440951482024,1.0089860362781464
100K,62.2,4350,14.6212,10.7489,25,2017,EC,0.0472551955477598,0.9821765548684498
50K,51.0,1470,6.7241,4.5753,17,2021,IS,-0.22915428605264654,-0.5620495743300725
20K,30.6,1040,5.8768,3.4333,379,2021,CN,-0.7326144132533865,-0.792611114453463
50K,50.2,2490,10.4373,5.1342,174,2021,CN,-0.2488978204526755,-0.015136153572262558
20K,20.5,1000,3.4537,1.8322,94,2021,SI,-0.9818765350537529,-0.8140586995812203
20K,20.5,1000,3.5197,1.9856,167,2022,SI,-0.9818765350537529,-0.8140586995812203
20K,19.6,850,2.3456,1.4583,354,2021,IT,-1.0040880112537856,-0.89448714381031
20K,19.6,850,2.3333,1.4092,337,2022,IT,-1.0040880112537856,-0.89448714381031
20K,19.6,850,2.3901,1.445,422,2023,IT,-1.0040880112537856,-0.89448714381031
50K,44.6,2040,5.9393,3.5814,293,2021,IT,-0.3871025612528787,-0.25642148625953165
50K,44.6,2040,5.9577,3.6128,326,2022,IT,-0.3871025612528787,-0.25642148625953165
50K,44.6,2040,5.9892,3.5778,290,2023,IT,-0.3871025612528787,-0.25642148625953165
50K,46.9,2180,7.6231,5.1692,22,2021,JP,-0.3303398998527953,-0.18135493831238128
50K,44.2,2100,7.832,4.9383,60,2021,CN,-0.39697432845289315,-0.2242501085678958
20K,28.4,1430,5.4276,2.8878,81,2021,CN,-0.7869091328534664,-0.5834971594578298
50K,80.5,1210,9.6398,7.2139,57,2014,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,9.4684,6.4372,61,2015,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,9.9487,7.1217,50,2016,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,10.2122,6.4683,87,2017,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,10.0929,6.4428,70,2018,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,10.265,7.0175,58,2019,US,0.49888854494842355,-0.7014588776604948
50K,80.5,1210,10.1492,7.4367,31,2020,US,0.49888854494842355,-0.7014588776604948
50K,65.8,1450,7.6987,5.4706,49,2022,BE,0.13610110034789025,-0.5727733668939512
50K,40.8,940,4.3063,2.7914,68,2021,BE,-0.48088434965301663,-0.8462300772728562
20K,40.8,860,4.4069,2.8564,72,2022,BE,-0.48088434965301663,-0.8891252475283706
20K,28.5,980,3.3399,2.2256,156,2021,FR,-0.7844411910534628,-0.8247824921450989
20K,22.7,890,3.1889,1.7803,51,2021,PL,-0.927581815453673,-0.8730395586825528
20K,22.6,926,2.9067,1.7953,65,2022,PL,-0.9300497572536767,-0.8537367320675712
20K,22.6,880,2.683,1.6983,467,2021,ES,-0.9300497572536767,-0.8784014549644921
20K,22.9,710,2.4525,1.5394,321,2022,ES,-0.922645931853666,-0.9695536917574604
20K,22.9,715,2.5056,1.5556,356,2023,ES,-0.922645931853666,-0.9668727436164908
100K,215.1,6080,31.9489,22.0217,16,2021,GB,3.8207382077533065,1.909784611643951
50K,53.4,2540,9.5918,5.6392,129,2018,MX,-0.16992368285255952,0.01167332783743401
50K,53.6,2560,9.018,4.6592,112,2019,MX,-0.1649877992525522,0.02239712040131264
50K,51.1,3390,8.9918,5.3178,279,2021,MX,-0.2266863442526429,0.4674345118022757
20K,30.7,1690,6.507,3.4139,410,2021,MX,-0.730146471453383,-0.44408785612740764
20K,14.0,800,3.082,1.4125,320,2021,MX,-1.1422927520539887,-0.9212966252200065
50K,65.6,2620,8.5549,6.5367,48,2021,DE,0.13116521674788292,0.05456849809294852
50K,65.6,2620,9.2474,6.485,52,2022,DE,0.13116521674788292,0.05456849809294852
50K,65.6,2620,8.9802,6.0914,73,2023,DE,0.13116521674788292,0.05456849809294852
50K,50.3,2120,6.8175,4.6489,94,2021,DE,-0.24642987865267202,-0.21352631600401717
50K,50.3,2120,7.3902,4.7083,99,2022,DE,-0.24642987865267202,-0.21352631600401717
50K,50.3,2120,7.3847,4.6242,110,2023,DE,-0.24642987865267202,-0.21352631600401717
50K,45.1,990,6.5254,3.785,158,2021,MX,-0.37476285225286055,-0.8194205958631596
